"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"04.04.2021 18:30 - 04.04.2021 18:45","128","128","n/e","748","748","n/e","1260","1260","n/e"
"04.04.2021 18:45 - 04.04.2021 19:00","66","66","n/e","762","762","n/e","1313","1313","n/e"
"04.04.2021 19:00 - 04.04.2021 19:15","2","2","n/e","776","776","n/e","1362","1362","n/e"
"04.04.2021 19:15 - 04.04.2021 19:30","2","2","n/e","787","787","n/e","1423","1423","n/e"
"04.04.2021 19:30 - 04.04.2021 19:45","1","1","n/e","796","796","n/e","1491","1491","n/e"
"04.04.2021 19:45 - 04.04.2021 20:00","0","0","n/e","805","805","n/e","1557","1557","n/e"
"04.04.2021 20:00 - 04.04.2021 20:15","0","0","n/e","813","813","n/e","1627","1627","n/e"
"04.04.2021 20:15 - 04.04.2021 20:30","0","0","n/e","819","819","n/e","1691","1691","n/e"
"04.04.2021 20:30 - 04.04.2021 20:45","0","0","n/e","823","823","n/e","1752","1752","n/e"
"04.04.2021 20:45 - 04.04.2021 21:00","0","0","n/e","827","827","n/e","1813","1813","n/e"
"04.04.2021 21:00 - 04.04.2021 21:15","0","0","n/e","831","831","n/e","1875","1875","n/e"
"04.04.2021 21:15 - 04.04.2021 21:30","0","0","n/e","834","834","n/e","1924","1924","n/e"
"04.04.2021 21:30 - 04.04.2021 21:45","0","0","n/e","835","835","n/e","1963","1963","n/e"
"04.04.2021 21:45 - 04.04.2021 22:00","0","0","n/e","837","837","n/e","2000","2000","n/e"
"04.04.2021 22:00 - 04.04.2021 22:15","0","0","n/e","839","839","n/e","2036","2036","n/e"
"04.04.2021 22:15 - 04.04.2021 22:30","0","0","n/e","840","840","n/e","2065","2065","n/e"
"04.04.2021 22:30 - 04.04.2021 22:45","0","0","n/e","841","841","n/e","2090","2090","n/e"
"04.04.2021 22:45 - 04.04.2021 23:00","0","0","n/e","841","841","n/e","2111","2111","n/e"
"04.04.2021 23:00 - 04.04.2021 23:15","0","0","n/e","841","841","n/e","2136","2136","n/e"
"04.04.2021 23:15 - 04.04.2021 23:30","0","0","n/e","842","842","n/e","2156","2156","n/e"
"04.04.2021 23:30 - 04.04.2021 23:45","0","0","n/e","841","841","n/e","2176","2176","n/e"
"04.04.2021 23:45 - 05.04.2021 00:00","0","0","n/e","841","841","n/e","2195","2195","n/e"
"05.04.2021 00:00 - 05.04.2021 00:15","0","0","n/e","841","841","n/e","2173","2173","n/e"
"05.04.2021 00:15 - 05.04.2021 00:30","0","0","n/e","841","841","n/e","2179","2179","n/e"
"05.04.2021 00:30 - 05.04.2021 00:45","0","0","n/e","841","841","n/e","2177","2177","n/e"
"05.04.2021 00:45 - 05.04.2021 01:00","0","0","n/e","841","841","n/e","2174","2174","n/e"
"05.04.2021 01:00 - 05.04.2021 01:15","0","0","n/e","840","840","n/e","2168","2168","n/e"
"05.04.2021 01:15 - 05.04.2021 01:30","0","0","n/e","841","841","n/e","2172","2172","n/e"
"05.04.2021 01:30 - 05.04.2021 01:45","0","0","n/e","841","841","n/e","2182","2182","n/e"
"05.04.2021 01:45 - 05.04.2021 02:00","0","0","n/e","841","841","n/e","2190","2190","n/e"
"05.04.2021 02:00 - 05.04.2021 02:15","0","0","n/e","841","841","n/e","2201","2201","n/e"
"05.04.2021 02:15 - 05.04.2021 02:30","0","0","n/e","841","841","n/e","2205","2205","n/e"
"05.04.2021 02:30 - 05.04.2021 02:45","0","0","n/e","841","841","n/e","2200","2200","n/e"
"05.04.2021 02:45 - 05.04.2021 03:00","0","0","n/e","840","840","n/e","2191","2191","n/e"
"05.04.2021 03:00 - 05.04.2021 03:15","0","0","n/e","840","840","n/e","2187","2187","n/e"
"05.04.2021 03:15 - 05.04.2021 03:30","0","0","n/e","840","840","n/e","2185","2185","n/e"
"05.04.2021 03:30 - 05.04.2021 03:45","0","0","n/e","840","840","n/e","2184","2184","n/e"
"05.04.2021 03:45 - 05.04.2021 04:00","0","0","n/e","841","841","n/e","2185","2185","n/e"
"05.04.2021 04:00 - 05.04.2021 04:15","0","0","n/e","841","841","n/e","2188","2188","n/e"
"05.04.2021 04:15 - 05.04.2021 04:30","0","0","n/e","841","841","n/e","2206","2206","n/e"
"05.04.2021 04:30 - 05.04.2021 04:45","0","0","n/e","841","841","n/e","2241","2241","n/e"
"05.04.2021 04:45 - 05.04.2021 05:00","0","0","n/e","841","841","n/e","2276","2276","n/e"
"05.04.2021 05:00 - 05.04.2021 05:15","0","0","n/e","841","841","n/e","2314","2314","n/e"
"05.04.2021 05:15 - 05.04.2021 05:30","20","20","n/e","840","840","n/e","2317","2317","n/e"
"05.04.2021 05:30 - 05.04.2021 05:45","40","40","n/e","839","839","n/e","2289","2289","n/e"
"05.04.2021 05:45 - 05.04.2021 06:00","60","60","n/e","838","838","n/e","2263","2263","n/e"
"05.04.2021 06:00 - 05.04.2021 06:15","80","80","n/e","837","837","n/e","2234","2234","n/e"
"05.04.2021 06:15 - 05.04.2021 06:30","178","178","n/e","838","838","n/e","2238","2238","n/e"
"05.04.2021 06:30 - 05.04.2021 06:45","278","278","n/e","839","839","n/e","2273","2273","n/e"
"05.04.2021 06:45 - 05.04.2021 07:00","378","378","n/e","840","840","n/e","2309","2309","n/e"
"05.04.2021 07:00 - 05.04.2021 07:15","476","476","n/e","842","842","n/e","2344","2344","n/e"
"05.04.2021 07:15 - 05.04.2021 07:30","677","677","n/e","843","843","n/e","2380","2380","n/e"
"05.04.2021 07:30 - 05.04.2021 07:45","875","875","n/e","845","845","n/e","2416","2416","n/e"
"05.04.2021 07:45 - 05.04.2021 08:00","1074","1074","n/e","847","847","n/e","2453","2453","n/e"
"05.04.2021 08:00 - 05.04.2021 08:15","1273","1273","n/e","849","849","n/e","2486","2486","n/e"
"05.04.2021 08:15 - 05.04.2021 08:30","1498","1498","n/e","848","848","n/e","2506","2506","n/e"
"05.04.2021 08:30 - 05.04.2021 08:45","1725","1725","n/e","844","844","n/e","2506","2506","n/e"
"05.04.2021 08:45 - 05.04.2021 09:00","1953","1953","n/e","840","840","n/e","2507","2507","n/e"
"05.04.2021 09:00 - 05.04.2021 09:15","2179","2179","n/e","835","835","n/e","2506","2506","n/e"
"05.04.2021 09:15 - 05.04.2021 09:30","2385","2385","n/e","833","833","n/e","2496","2496","n/e"
"05.04.2021 09:30 - 05.04.2021 09:45","2589","2589","n/e","833","833","n/e","2475","2475","n/e"
"05.04.2021 09:45 - 05.04.2021 10:00","2794","2794","n/e","833","833","n/e","2454","2454","n/e"
"05.04.2021 10:00 - 05.04.2021 10:15","3000","3000","n/e","833","833","n/e","2433","2433","n/e"
"05.04.2021 10:15 - 05.04.2021 10:30","3221","3221","n/e","832","832","n/e","2421","2421","n/e"
"05.04.2021 10:30 - 05.04.2021 10:45","3443","3443","n/e","831","831","n/e","2417","2417","n/e"
"05.04.2021 10:45 - 05.04.2021 11:00","3667","3667","n/e","831","831","n/e","2411","2411","n/e"
"05.04.2021 11:00 - 05.04.2021 11:15","3890","3890","n/e","830","830","n/e","2408","2408","n/e"
"05.04.2021 11:15 - 05.04.2021 11:30","4045","4045","n/e","830","830","n/e","2406","2406","n/e"
"05.04.2021 11:30 - 05.04.2021 11:45","4201","4201","n/e","829","829","n/e","2408","2408","n/e"
"05.04.2021 11:45 - 05.04.2021 12:00","4356","4356","n/e","829","829","n/e","2411","2411","n/e"
"05.04.2021 12:00 - 05.04.2021 12:15","4510","4510","n/e","829","829","n/e","2411","2411","n/e"
"05.04.2021 12:15 - 05.04.2021 12:30","4429","4429","n/e","830","830","n/e","2420","2420","n/e"
"05.04.2021 12:30 - 05.04.2021 12:45","4345","4345","n/e","833","833","n/e","2433","2433","n/e"
"05.04.2021 12:45 - 05.04.2021 13:00","4259","4259","n/e","836","836","n/e","2448","2448","n/e"
"05.04.2021 13:00 - 05.04.2021 13:15","4175","4175","n/e","839","839","n/e","2464","2464","n/e"
"05.04.2021 13:15 - 05.04.2021 13:30","3961","3961","n/e","840","840","n/e","2477","2477","n/e"
"05.04.2021 13:30 - 05.04.2021 13:45","3746","3746","n/e","840","840","n/e","2486","2486","n/e"
"05.04.2021 13:45 - 05.04.2021 14:00","3530","3530","n/e","839","839","n/e","2497","2497","n/e"
"05.04.2021 14:00 - 05.04.2021 14:15","3317","3317","n/e","839","839","n/e","2506","2506","n/e"
"05.04.2021 14:15 - 05.04.2021 14:30","3129","3129","n/e","840","840","n/e","2513","2513","n/e"
"05.04.2021 14:30 - 05.04.2021 14:45","2940","2940","n/e","843","843","n/e","2515","2515","n/e"
"05.04.2021 14:45 - 05.04.2021 15:00","2754","2754","n/e","846","846","n/e","2518","2518","n/e"
"05.04.2021 15:00 - 05.04.2021 15:15","2569","2569","n/e","848","848","n/e","2520","2520","n/e"
"05.04.2021 15:15 - 05.04.2021 15:30","2381","2381","n/e","851","851","n/e","2519","2519","n/e"
"05.04.2021 15:30 - 05.04.2021 15:45","2193","2193","n/e","853","853","n/e","2508","2508","n/e"
"05.04.2021 15:45 - 05.04.2021 16:00","2007","2007","n/e","855","855","n/e","2499","2499","n/e"
"05.04.2021 16:00 - 05.04.2021 16:15","1820","1820","n/e","857","857","n/e","2491","2491","n/e"
"05.04.2021 16:15 - 05.04.2021 16:30","1605","1605","n/e","859","859","n/e","2486","2486","n/e"
"05.04.2021 16:30 - 05.04.2021 16:45","1392","1392","n/e","860","860","n/e","2489","2489","n/e"
"05.04.2021 16:45 - 05.04.2021 17:00","1176","1176","n/e","862","862","n/e","2489","2489","n/e"
"05.04.2021 17:00 - 05.04.2021 17:15","963","963","n/e","863","863","n/e","2489","2489","n/e"
"05.04.2021 17:15 - 05.04.2021 17:30","783","783","n/e","863","863","n/e","2517","2517","n/e"
"05.04.2021 17:30 - 05.04.2021 17:45","609","609","n/e","863","863","n/e","2571","2571","n/e"
"05.04.2021 17:45 - 05.04.2021 18:00","431","431","n/e","862","862","n/e","2625","2625","n/e"
"05.04.2021 18:00 - 05.04.2021 18:15","256","256","n/e","862","862","n/e","2677","2677","n/e"
"05.04.2021 18:15 - 05.04.2021 18:30","191","191","n/e","862","862","n/e","2702","2702","n/e"
"05.04.2021 18:30 - 05.04.2021 18:45","130","130","n/e","862","862","n/e","2696","2696","n/e"
"05.04.2021 18:45 - 05.04.2021 19:00","62","62","n/e","863","863","n/e","2686","2686","n/e"
"05.04.2021 19:00 - 05.04.2021 19:15","1","1","n/e","864","864","n/e","2681","2681","n/e"
"05.04.2021 19:15 - 05.04.2021 19:30","0","0","n/e","864","864","n/e","2676","2676","n/e"
"05.04.2021 19:30 - 05.04.2021 19:45","0","0","n/e","865","865","n/e","2676","2676","n/e"
"05.04.2021 19:45 - 05.04.2021 20:00","0","0","n/e","865","865","n/e","2677","2677","n/e"
"05.04.2021 20:00 - 05.04.2021 20:15","0","0","n/e","866","866","n/e","2673","2673","n/e"
"05.04.2021 20:15 - 05.04.2021 20:30","0","0","n/e","865","865","n/e","2675","2675","n/e"
"05.04.2021 20:30 - 05.04.2021 20:45","0","0","n/e","864","864","n/e","2678","2678","n/e"
"05.04.2021 20:45 - 05.04.2021 21:00","0","0","n/e","863","863","n/e","2679","2679","n/e"
"05.04.2021 21:00 - 05.04.2021 21:15","0","0","n/e","862","862","n/e","2683","2683","n/e"
"05.04.2021 21:15 - 05.04.2021 21:30","0","0","n/e","861","861","n/e","2680","2680","n/e"
"05.04.2021 21:30 - 05.04.2021 21:45","0","0","n/e","859","859","n/e","2669","2669","n/e"
"05.04.2021 21:45 - 05.04.2021 22:00","0","0","n/e","858","858","n/e","2658","2658","n/e"
"05.04.2021 22:00 - 05.04.2021 22:15","0","0","n/e","856","856","n/e","2648","2648","n/e"
"05.04.2021 22:15 - 05.04.2021 22:30","0","0","n/e","855","855","n/e","2614","2614","n/e"
"05.04.2021 22:30 - 05.04.2021 22:45","0","0","n/e","854","854","n/e","2558","2558","n/e"
"05.04.2021 22:45 - 05.04.2021 23:00","0","0","n/e","852","852","n/e","2502","2502","n/e"
"05.04.2021 23:00 - 05.04.2021 23:15","0","0","n/e","851","851","n/e","2446","2446","n/e"
"05.04.2021 23:15 - 05.04.2021 23:30","0","0","n/e","849","849","n/e","2414","2414","n/e"
"05.04.2021 23:30 - 05.04.2021 23:45","0","0","n/e","846","846","n/e","2405","2405","n/e"
"05.04.2021 23:45 - 06.04.2021 00:00","0","0","n/e","844","844","n/e","2394","2394","n/e"
"06.04.2021 00:00 - 06.04.2021 00:15","0","0","n/e","841","841","n/e","2276","2276","n/e"
"06.04.2021 00:15 - 06.04.2021 00:30","0","0","n/e","839","839","n/e","2238","2238","n/e"
"06.04.2021 00:30 - 06.04.2021 00:45","0","0","n/e","838","838","n/e","2214","2214","n/e"
"06.04.2021 00:45 - 06.04.2021 01:00","0","0","n/e","836","836","n/e","2191","2191","n/e"
"06.04.2021 01:00 - 06.04.2021 01:15","0","0","n/e","835","835","n/e","2166","2166","n/e"
"06.04.2021 01:15 - 06.04.2021 01:30","0","0","n/e","835","835","n/e","2150","2150","n/e"
"06.04.2021 01:30 - 06.04.2021 01:45","0","0","n/e","837","837","n/e","2141","2141","n/e"
"06.04.2021 01:45 - 06.04.2021 02:00","0","0","n/e","839","839","n/e","2131","2131","n/e"
"06.04.2021 02:00 - 06.04.2021 02:15","0","0","n/e","840","840","n/e","2120","2120","n/e"
"06.04.2021 02:15 - 06.04.2021 02:30","0","0","n/e","841","841","n/e","2101","2101","n/e"
"06.04.2021 02:30 - 06.04.2021 02:45","0","0","n/e","841","841","n/e","2063","2063","n/e"
"06.04.2021 02:45 - 06.04.2021 03:00","0","0","n/e","841","841","n/e","2029","2029","n/e"
"06.04.2021 03:00 - 06.04.2021 03:15","0","0","n/e","841","841","n/e","1993","1993","n/e"
"06.04.2021 03:15 - 06.04.2021 03:30","0","0","n/e","841","841","n/e","1983","1983","n/e"
"06.04.2021 03:30 - 06.04.2021 03:45","0","0","n/e","841","841","n/e","1999","1999","n/e"
"06.04.2021 03:45 - 06.04.2021 04:00","0","0","n/e","841","841","n/e","2014","2014","n/e"
"06.04.2021 04:00 - 06.04.2021 04:15","0","0","n/e","842","842","n/e","2031","2031","n/e"
"06.04.2021 04:15 - 06.04.2021 04:30","0","0","n/e","841","841","n/e","2027","2027","n/e"
"06.04.2021 04:30 - 06.04.2021 04:45","0","0","n/e","841","841","n/e","2007","2007","n/e"
"06.04.2021 04:45 - 06.04.2021 05:00","0","0","n/e","841","841","n/e","1984","1984","n/e"
"06.04.2021 05:00 - 06.04.2021 05:15","0","0","n/e","840","840","n/e","1963","1963","n/e"
"06.04.2021 05:15 - 06.04.2021 05:30","35","35","n/e","840","840","n/e","1936","1936","n/e"
"06.04.2021 05:30 - 06.04.2021 05:45","77","77","n/e","839","839","n/e","1908","1908","n/e"
"06.04.2021 05:45 - 06.04.2021 06:00","113","113","n/e","838","838","n/e","1878","1878","n/e"
"06.04.2021 06:00 - 06.04.2021 06:15","151","151","n/e","837","837","n/e","1849","1849","n/e"
"06.04.2021 06:15 - 06.04.2021 06:30","365","365","n/e","837","837","n/e","1831","1831","n/e"
"06.04.2021 06:30 - 06.04.2021 06:45","581","581","n/e","836","836","n/e","1827","1827","n/e"
"06.04.2021 06:45 - 06.04.2021 07:00","796","796","n/e","835","835","n/e","1824","1824","n/e"
"06.04.2021 07:00 - 06.04.2021 07:15","1012","1012","n/e","834","834","n/e","1820","1820","n/e"
"06.04.2021 07:15 - 06.04.2021 07:30","1223","1223","n/e","834","834","n/e","1829","1829","n/e"
"06.04.2021 07:30 - 06.04.2021 07:45","1435","1435","n/e","834","834","n/e","1855","1855","n/e"
"06.04.2021 07:45 - 06.04.2021 08:00","1646","1646","n/e","835","835","n/e","1881","1881","n/e"
"06.04.2021 08:00 - 06.04.2021 08:15","1859","1859","n/e","835","835","n/e","1908","1908","n/e"
"06.04.2021 08:15 - 06.04.2021 08:30","2047","2047","n/e","835","835","n/e","1935","1935","n/e"
"06.04.2021 08:30 - 06.04.2021 08:45","2236","2236","n/e","834","834","n/e","1959","1959","n/e"
"06.04.2021 08:45 - 06.04.2021 09:00","2422","2422","n/e","833","833","n/e","1985","1985","n/e"
"06.04.2021 09:00 - 06.04.2021 09:15","2609","2609","n/e","833","833","n/e","2009","2009","n/e"
"06.04.2021 09:15 - 06.04.2021 09:30","2725","2725","n/e","831","831","n/e","2040","2040","n/e"
"06.04.2021 09:30 - 06.04.2021 09:45","2841","2841","n/e","829","829","n/e","2076","2076","n/e"
"06.04.2021 09:45 - 06.04.2021 10:00","2955","2955","n/e","827","827","n/e","2113","2113","n/e"
"06.04.2021 10:00 - 06.04.2021 10:15","3072","3072","n/e","824","824","n/e","2149","2149","n/e"
"06.04.2021 10:15 - 06.04.2021 10:30","3224","3224","n/e","823","823","n/e","2163","2163","n/e"
"06.04.2021 10:30 - 06.04.2021 10:45","3374","3374","n/e","824","824","n/e","2155","2155","n/e"
"06.04.2021 10:45 - 06.04.2021 11:00","3528","3528","n/e","824","824","n/e","2149","2149","n/e"
"06.04.2021 11:00 - 06.04.2021 11:15","3677","3677","n/e","825","825","n/e","2143","2143","n/e"
"06.04.2021 11:15 - 06.04.2021 11:30","3679","3679","n/e","826","826","n/e","2138","2138","n/e"
"06.04.2021 11:30 - 06.04.2021 11:45","3681","3681","n/e","828","828","n/e","2132","2132","n/e"
"06.04.2021 11:45 - 06.04.2021 12:00","3683","3683","n/e","829","829","n/e","2128","2128","n/e"
"06.04.2021 12:00 - 06.04.2021 12:15","3683","3683","n/e","831","831","n/e","2123","2123","n/e"
"06.04.2021 12:15 - 06.04.2021 12:30","3583","3583","n/e","833","833","n/e","2147","2147","n/e"
"06.04.2021 12:30 - 06.04.2021 12:45","3482","3482","n/e","835","835","n/e","2199","2199","n/e"
"06.04.2021 12:45 - 06.04.2021 13:00","3381","3381","n/e","837","837","n/e","2253","2253","n/e"
"06.04.2021 13:00 - 06.04.2021 13:15","3281","3281","n/e","838","838","n/e","2305","2305","n/e"
"06.04.2021 13:15 - 06.04.2021 13:30","3168","3168","n/e","839","839","n/e","2325","2325","n/e"
"06.04.2021 13:30 - 06.04.2021 13:45","3057","3057","n/e","840","840","n/e","2312","2312","n/e"
"06.04.2021 13:45 - 06.04.2021 14:00","2946","2946","n/e","840","840","n/e","2299","2299","n/e"
"06.04.2021 14:00 - 06.04.2021 14:15","2834","2834","n/e","840","840","n/e","2283","2283","n/e"
"06.04.2021 14:15 - 06.04.2021 14:30","2674","2674","n/e","841","841","n/e","2294","2294","n/e"
"06.04.2021 14:30 - 06.04.2021 14:45","2513","2513","n/e","842","842","n/e","2331","2331","n/e"
"06.04.2021 14:45 - 06.04.2021 15:00","2352","2352","n/e","843","843","n/e","2366","2366","n/e"
"06.04.2021 15:00 - 06.04.2021 15:15","2190","2190","n/e","844","844","n/e","2403","2403","n/e"
"06.04.2021 15:15 - 06.04.2021 15:30","2023","2023","n/e","845","845","n/e","2409","2409","n/e"
"06.04.2021 15:30 - 06.04.2021 15:45","1854","1854","n/e","844","844","n/e","2388","2388","n/e"
"06.04.2021 15:45 - 06.04.2021 16:00","1683","1683","n/e","844","844","n/e","2365","2365","n/e"
"06.04.2021 16:00 - 06.04.2021 16:15","1515","1515","n/e","844","844","n/e","2344","2344","n/e"
"06.04.2021 16:15 - 06.04.2021 16:30","1332","1332","n/e","843","843","n/e","2331","2331","n/e"
"06.04.2021 16:30 - 06.04.2021 16:45","1146","1146","n/e","844","844","n/e","2327","2327","n/e"
"06.04.2021 16:45 - 06.04.2021 17:00","967","967","n/e","844","844","n/e","2320","2320","n/e"
"06.04.2021 17:00 - 06.04.2021 17:15","782","782","n/e","844","844","n/e","2315","2315","n/e"
"06.04.2021 17:15 - 06.04.2021 17:30","655","655","n/e","843","843","n/e","2272","2272","n/e"
"06.04.2021 17:30 - 06.04.2021 17:45","532","532","n/e","843","843","n/e","2193","2193","n/e"
"06.04.2021 17:45 - 06.04.2021 18:00","406","406","n/e","842","842","n/e","2114","2114","n/e"
"06.04.2021 18:00 - 06.04.2021 18:15","282","282","n/e","841","841","n/e","2038","2038","n/e"
"06.04.2021 18:15 - 06.04.2021 18:30","211","211","n/e","841","841","n/e","1976","1976","n/e"
"06.04.2021 18:30 - 06.04.2021 18:45","143","143","n/e","841","841","n/e","1930","1930","n/e"
"06.04.2021 18:45 - 06.04.2021 19:00","74","74","n/e","841","841","n/e","1886","1886","n/e"
"06.04.2021 19:00 - 06.04.2021 19:15","4","4","n/e","841","841","n/e","1841","1841","n/e"
"06.04.2021 19:15 - 06.04.2021 19:30","3","3","n/e","841","841","n/e","1832","1832","n/e"
"06.04.2021 19:30 - 06.04.2021 19:45","2","2","n/e","840","840","n/e","1859","1859","n/e"
"06.04.2021 19:45 - 06.04.2021 20:00","0","0","n/e","839","839","n/e","1884","1884","n/e"
"06.04.2021 20:00 - 06.04.2021 20:15","0","0","n/e","838","838","n/e","1912","1912","n/e"
"06.04.2021 20:15 - 06.04.2021 20:30","0","0","n/e","836","836","n/e","1915","1915","n/e"
"06.04.2021 20:30 - 06.04.2021 20:45","0","0","n/e","834","834","n/e","1897","1897","n/e"
"06.04.2021 20:45 - 06.04.2021 21:00","0","0","n/e","831","831","n/e","1877","1877","n/e"
"06.04.2021 21:00 - 06.04.2021 21:15","0","0","n/e","829","829","n/e","1856","1856","n/e"
"06.04.2021 21:15 - 06.04.2021 21:30","0","0","n/e","830","830","n/e","1877","1877","n/e"
"06.04.2021 21:30 - 06.04.2021 21:45","0","0","n/e","833","833","n/e","1942","1942","n/e"
"06.04.2021 21:45 - 06.04.2021 22:00","0","0","n/e","836","836","n/e","2004","2004","n/e"
"06.04.2021 22:00 - 06.04.2021 22:15","0","0","n/e","840","840","n/e","2065","2065","n/e"
"06.04.2021 22:15 - 06.04.2021 22:30","0","0","n/e","844","844","n/e","2121","2121","n/e"
"06.04.2021 22:30 - 06.04.2021 22:45","0","0","n/e","848","848","n/e","2165","2165","n/e"
"06.04.2021 22:45 - 06.04.2021 23:00","0","0","n/e","853","853","n/e","2209","2209","n/e"
"06.04.2021 23:00 - 06.04.2021 23:15","0","0","n/e","857","857","n/e","2254","2254","n/e"
"06.04.2021 23:15 - 06.04.2021 23:30","0","0","n/e","860","860","n/e","2315","2315","n/e"
"06.04.2021 23:30 - 06.04.2021 23:45","0","0","n/e","861","861","n/e","2396","2396","n/e"
"06.04.2021 23:45 - 07.04.2021 00:00","0","0","n/e","863","863","n/e","2474","2474","n/e"
"07.04.2021 00:00 - 07.04.2021 00:15","0","0","n/e","840","840","n/e","1860","1860","n/e"
"07.04.2021 00:15 - 07.04.2021 00:30","0","0","n/e","839","839","n/e","1906","1906","n/e"
"07.04.2021 00:30 - 07.04.2021 00:45","0","0","n/e","837","837","n/e","1970","1970","n/e"
"07.04.2021 00:45 - 07.04.2021 01:00","0","0","n/e","836","836","n/e","2032","2032","n/e"
"07.04.2021 01:00 - 07.04.2021 01:15","0","0","n/e","835","835","n/e","2096","2096","n/e"
"07.04.2021 01:15 - 07.04.2021 01:30","0","0","n/e","836","836","n/e","2161","2161","n/e"
"07.04.2021 01:30 - 07.04.2021 01:45","0","0","n/e","841","841","n/e","2232","2232","n/e"
"07.04.2021 01:45 - 07.04.2021 02:00","0","0","n/e","846","846","n/e","2305","2305","n/e"
